mpg,num_cylinders,displacement,horsepower,weight,acceleration,year,origin,name
32.400000,4,108.000000,75.00,2350.000000,16.800000,81,3,toyota corolla
32.900000,4,119.000000,100.0,2615.000000,14.800000,81,3,datsun 200sx
31.600000,4,120.000000,74.00,2635.000000,18.300000,81,3,mazda 626
28.100000,4,141.000000,80.00,3230.000000,20.400000,81,2,peugeot 505s turbo diesel
30.700000,6,145.000000,76.00,3160.000000,19.600000,81,2,volvo diesel
25.400000,6,168.000000,116.0,2900.000000,12.600000,81,3,toyota cressida
24.200000,6,146.000000,120.0,2930.000000,13.800000,81,3,datsun 810 maxima
22.400000,6,231.000000,110.0,3415.000000,15.800000,81,1,buick century
26.600000,8,350.000000,105.0,3725.000000,19.000000,81,1,oldsmobile cutlass ls
20.200000,6,200.000000,88.00,3060.000000,17.100000,81,1,ford granada gl
17.600000,6,225.000000,85.00,3465.000000,16.600000,81,1,chrysler lebaron salon
28.000000,4,112.000000,88.00,2605.000000,19.600000,82,1,chevrolet cavalier
27.000000,4,112.000000,88.00,2640.000000,18.600000,82,1,chevrolet cavalier wagon
34.000000,4,112.000000,88.00,2395.000000,18.000000,82,1,chevrolet cavalier 2-door
31.000000,4,112.000000,85.00,2575.000000,16.200000,82,1,pontiac j2000 se hatchback
29.000000,4,135.000000,84.00,2525.000000,16.000000,82,1,dodge aries se
27.000000,4,151.000000,90.00,2735.000000,18.000000,82,1,pontiac phoenix
24.000000,4,140.000000,92.00,2865.000000,16.400000,82,1,ford fairmont futura
36.000000,4,105.000000,74.00,1980.000000,15.300000,82,2,volkswagen rabbit l
37.000000,4,91.000000,68.00,2025.000000,18.200000,82,3,mazda glc custom l
31.000000,4,91.000000,68.00,1970.000000,17.600000,82,3,mazda glc custom
38.000000,4,105.000000,63.00,2125.000000,14.700000,82,1,plymouth horizon miser
36.000000,4,98.000000,70.00,2125.000000,17.300000,82,1,mercury lynx l
36.000000,4,120.000000,88.00,2160.000000,14.500000,82,3,nissan stanza xe
36.000000,4,107.000000,75.00,2205.000000,14.500000,82,3,honda accord
34.000000,4,108.000000,70.00,2245.000000,16.900000,82,3,toyota corolla
38.000000,4,91.000000,67.00,1965.000000,15.000000,82,3,honda civic
32.000000,4,91.000000,67.00,1965.000000,15.700000,82,3,honda civic (auto)
38.000000,4,91.000000,67.00,1995.000000,16.200000,82,3,datsun 310 gx
25.000000,6,181.000000,110.0,2945.000000,16.400000,82,1,buick century limited
38.000000,6,262.000000,85.00,3015.000000,17.000000,82,1,oldsmobile cutlass ciera (diesel)
26.000000,4,156.000000,92.00,2585.000000,14.500000,82,1,chrysler lebaron medallion
22.000000,6,232.000000,112.0,2835.000000,14.700000,82,1,ford granada l
32.000000,4,144.000000,96.00,2665.000000,13.900000,82,3,toyota celica gt
36.000000,4,135.000000,84.00,2370.000000,13.000000,82,1,dodge charger 2.2
27.000000,4,151.000000,90.00,2950.000000,17.300000,82,1,chevrolet camaro
27.000000,4,140.000000,86.00,2790.000000,15.600000,82,1,ford mustang gl
44.000000,4,97.000000,52.00,2130.000000,24.600000,82,2,vw pickup
32.000000,4,135.000000,84.00,2295.000000,11.600000,82,1,dodge rampage
28.000000,4,120.000000,79.00,2625.000000,18.600000,82,1,ford ranger
31.000000,4,119.000000,82.00,2720.000000,19.400000,82,1,chevy s-10
